400000.0,39.2
800000.0,34.5
1200000.0,27.3
1600000.0,31.2
2000000.0,28.1
2400000.0,21.9
2800000.0,22.2
3200000.0,21.7
3600000.0,22.2
4000000.0,21.9
4400000.0,12.4
4800000.0,11.8
5200000.0,11.6
5600000.0,11.6
6000000.0,11.7
6400000.0,11.8
6800000.0,11.8
7200000.0,11.8
7600000.0,11.6
8000000.0,11.5
8400000.0,33.7
8800000.0,28.2
9200000.0,23.0
9600000.0,23.6
1.0E7,23.0
1.04E7,17.3
1.08E7,17.6
1.12E7,17.5
1.16E7,17.5
1.2E7,17.3
1.24E7,10.9
1.28E7,11.2
1.32E7,14.6
1.36E7,13.7
1.4E7,11.6
1.44E7,11.9
1.48E7,11.1
1.52E7,11.1
1.56E7,11.1
1.6E7,11.7
1.64E7,35.8
1.68E7,25.3
1.72E7,21.2
1.76E7,20.8
1.8E7,32.1
1.84E7,18.1
1.88E7,18.9
1.92E7,17.3
1.96E7,17.9
2.0E7,17.6
2.04E7,11.0
2.08E7,11.5
2.12E7,11.4
2.16E7,10.8
2.2E7,11.0
2.24E7,10.9
2.28E7,11.2
2.32E7,10.9
2.36E7,11.1
2.4E7,10.8
2.44E7,34.7
2.48E7,25.9
2.52E7,24.3
2.56E7,22.2
2.6E7,22.1
2.64E7,17.1
2.68E7,17.3
2.72E7,17.0
2.76E7,17.5
2.8E7,18.3
2.84E7,14.5
2.88E7,11.4
2.92E7,11.4
2.96E7,10.9
3.0E7,11.0
3.04E7,11.0
3.08E7,11.0
3.12E7,11.4
3.16E7,11.1
3.2E7,10.9
3.24E7,31.5
3.28E7,27.8
3.32E7,22.1
3.36E7,23.3
3.4E7,22.1
3.44E7,17.6
3.48E7,18.6
3.52E7,17.4
3.56E7,17.1
3.6E7,17.5
3.64E7,11.5
3.68E7,10.9
3.72E7,11.2
3.76E7,11.2
3.8E7,11.2
3.84E7,10.9
3.88E7,12.1
3.92E7,12.3
3.96E7,12.7
4.0E7,11.5
